TIMESTAMPms	M1ATTITUDEpitch	M1ATTITUDEpitchspeed	M1ATTITUDEroll	M1ATTITUDErollspeed	M1ATTITUDEyaw	M1ATTITUDEyawspeed	M1BATTERYSTATUSenergyconsumed	M1GLOBALPOSITIONINTalt	M1GLOBALPOSITIONINTlat	M1GLOBALPOSITIONINTlon	M1GLOBALPOSITIONINTvx	M1GLOBALPOSITIONINTvy	M1GLOBALPOSITIONINTvz	M1HIGHRESIMUpressurealt	M1HIGHRESIMUtemperature	M1HIGHRESIMUxacc	M1HIGHRESIMUxgyro	M1HIGHRESIMUyacc	M1HIGHRESIMUygyro	M1HIGHRESIMUzacc	M1HIGHRESIMUzgyro	M1RCCHANNELSchan1raw	M1RCCHANNELSchan2raw	M1RCCHANNELSchan3raw	M1RCCHANNELSchan4raw	M1SYSSTATUScurrentbattery	M1SYSSTATUSvoltagebattery
29101	-5.058208107948303e-01	2.471503987908363e-02	8.217380642890930e-01	-1.028069630265236e-01	-2.434717178344727e+00	-3.528889641165733e-02	-1.000000000000000e+00	4.054800000000000e+04	3.740101710000000e+08	-1.221534985000000e+09	-4.000000000000000e+00	-4.100000000000000e+01	-1.100000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.232000000000000e+04
29131	-5.058208107948303e-01	2.471503987908363e-02	8.217380642890930e-01	-1.028069630265236e-01	-2.434717178344727e+00	-3.528889641165733e-02	-1.000000000000000e+00	4.058000000000000e+04	3.740101730000000e+08	-1.221534978000000e+09	-2.000000000000000e+00	-4.300000000000000e+01	-1.400000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.232000000000000e+04
29151	-5.048050284385681e-01	-4.487001150846481e-02	8.179668188095093e-01	1.371407508850098e-02	-2.440361738204956e+00	-4.885537549853325e-03	-1.000000000000000e+00	4.058000000000000e+04	3.740101730000000e+08	-1.221534978000000e+09	-2.000000000000000e+00	-4.300000000000000e+01	-1.400000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.232000000000000e+04
29242	-5.059079527854919e-01	-6.596380472183228e-02	8.264679908752441e-01	9.254080802202225e-02	-2.452260494232178e+00	-8.604957163333893e-02	-1.000000000000000e+00	4.058000000000000e+04	3.740101730000000e+08	-1.221534978000000e+09	-2.000000000000000e+00	-4.300000000000000e+01	-1.400000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.232000000000000e+04
29285	-5.059079527854919e-01	-6.596380472183228e-02	8.264679908752441e-01	9.254080802202225e-02	-2.452260494232178e+00	-8.604957163333893e-02	-1.000000000000000e+00	4.058000000000000e+04	3.740101730000000e+08	-1.221534978000000e+09	-2.000000000000000e+00	-4.300000000000000e+01	-1.400000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29338	-5.049949288368225e-01	-7.725229859352112e-02	8.371506333351135e-01	-7.976727187633514e-02	-2.468253374099731e+00	6.989667192101479e-03	-1.000000000000000e+00	4.058000000000000e+04	3.740101730000000e+08	-1.221534978000000e+09	-2.000000000000000e+00	-4.300000000000000e+01	-1.400000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29430	-5.123514533042908e-01	-3.203358501195908e-03	8.147852420806885e-01	-2.819909155368805e-01	-2.469641208648682e+00	1.199875995516777e-01	-1.000000000000000e+00	4.058000000000000e+04	3.740101730000000e+08	-1.221534978000000e+09	-2.000000000000000e+00	-4.300000000000000e+01	-1.400000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29477	-5.123514533042908e-01	-3.203358501195908e-03	8.147852420806885e-01	-2.819909155368805e-01	-2.469641208648682e+00	1.199875995516777e-01	-1.000000000000000e+00	4.058000000000000e+04	3.740101730000000e+08	-1.221534978000000e+09	-2.000000000000000e+00	-4.300000000000000e+01	-1.400000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29482	-5.123514533042908e-01	-3.203358501195908e-03	8.147852420806885e-01	-2.819909155368805e-01	-2.469641208648682e+00	1.199875995516777e-01	-1.000000000000000e+00	4.060600000000000e+04	3.740101760000000e+08	-1.221534973000000e+09	-2.000000000000000e+00	-4.500000000000000e+01	-2.000000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29522	-5.202724337577820e-01	-7.134014368057251e-02	7.937933206558228e-01	-9.333816170692444e-02	-2.468339681625366e+00	5.090244859457016e-02	-1.000000000000000e+00	4.060600000000000e+04	3.740101760000000e+08	-1.221534973000000e+09	-2.000000000000000e+00	-4.500000000000000e+01	-2.000000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29611	-5.226997137069702e-01	-6.179667264223099e-02	7.974629402160645e-01	4.425925761461258e-02	-2.479633092880249e+00	-7.160569727420807e-02	-1.000000000000000e+00	4.060600000000000e+04	3.740101760000000e+08	-1.221534973000000e+09	-2.000000000000000e+00	-4.500000000000000e+01	-2.000000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29704	-5.220515727996826e-01	-4.287757351994514e-02	8.073519468307495e-01	8.172242343425751e-02	-2.492757558822632e+00	-6.003320217132568e-02	-1.000000000000000e+00	4.060600000000000e+04	3.740101760000000e+08	-1.221534973000000e+09	-2.000000000000000e+00	-4.500000000000000e+01	-2.000000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29795	-5.189166069030762e-01	-3.358535468578339e-03	8.124513030052185e-01	-1.993942074477673e-02	-2.501301527023315e+00	-6.992381066083908e-03	-1.000000000000000e+00	4.060600000000000e+04	3.740101760000000e+08	-1.221534973000000e+09	-2.000000000000000e+00	-4.500000000000000e+01	-2.000000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.078583240509033e+00	8.840840309858322e-03	-6.164883136749268e+00	-1.937746070325375e-02	-5.782525062561035e+00	1.783846877515316e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29796	-5.189166069030762e-01	-3.358535468578339e-03	8.124513030052185e-01	-1.993942074477673e-02	-2.501301527023315e+00	-6.992381066083908e-03	-1.000000000000000e+00	4.060600000000000e+04	3.740101760000000e+08	-1.221534973000000e+09	-2.000000000000000e+00	-4.500000000000000e+01	-2.000000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29815	-5.189166069030762e-01	-3.358535468578339e-03	8.124513030052185e-01	-1.993942074477673e-02	-2.501301527023315e+00	-6.992381066083908e-03	-1.000000000000000e+00	4.060600000000000e+04	3.740101760000000e+08	-1.221534973000000e+09	-2.000000000000000e+00	-4.500000000000000e+01	-2.000000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29836	-5.189166069030762e-01	-3.358535468578339e-03	8.124513030052185e-01	-1.993942074477673e-02	-2.501301527023315e+00	-6.992381066083908e-03	-1.000000000000000e+00	4.066000000000000e+04	3.740101800000000e+08	-1.221534968000000e+09	2.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29887	-5.201106071472168e-01	1.594213396310806e-02	8.050566911697388e-01	-9.539593756198883e-02	-2.504177808761597e+00	4.515752568840981e-02	-1.000000000000000e+00	4.066000000000000e+04	3.740101800000000e+08	-1.221534968000000e+09	2.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
29975	-5.231546759605408e-01	1.595140621066093e-02	7.913359403610229e-01	-9.424205124378204e-02	-2.501523017883301e+00	7.071180641651154e-02	-1.000000000000000e+00	4.066000000000000e+04	3.740101800000000e+08	-1.221534968000000e+09	2.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30067	-5.208896994590759e-01	-4.340829700231552e-02	7.885778546333313e-01	-3.352606669068336e-02	-2.510511875152588e+00	-1.320663094520569e-01	-1.000000000000000e+00	4.066000000000000e+04	3.740101800000000e+08	-1.221534968000000e+09	2.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30156	-5.208896994590759e-01	-4.340829700231552e-02	7.885778546333313e-01	-3.352606669068336e-02	-2.510511875152588e+00	-1.320663094520569e-01	-1.000000000000000e+00	4.066000000000000e+04	3.740101800000000e+08	-1.221534968000000e+09	2.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30164	-5.129696130752563e-01	-4.687851667404175e-02	7.950040698051453e-01	2.676765434443951e-02	-2.530256032943726e+00	-1.900558620691299e-01	-1.000000000000000e+00	4.066000000000000e+04	3.740101800000000e+08	-1.221534968000000e+09	2.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30184	-5.129696130752563e-01	-4.687851667404175e-02	7.950040698051453e-01	2.676765434443951e-02	-2.530256032943726e+00	-1.900558620691299e-01	-1.000000000000000e+00	4.072600000000000e+04	3.740101840000000e+08	-1.221534961000000e+09	0.000000000000000e+00	-4.300000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30257	-5.062463283538818e-01	-1.225363314151764e-01	8.071403503417969e-01	-4.069763422012329e-02	-2.554908514022827e+00	-1.076833754777908e-01	-1.000000000000000e+00	4.072600000000000e+04	3.740101840000000e+08	-1.221534961000000e+09	0.000000000000000e+00	-4.300000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30388	-5.205540657043457e-01	-1.586878001689911e-01	8.002024888992310e-01	-6.827872246503830e-02	-2.576150178909302e+00	1.897093094885349e-02	-1.000000000000000e+00	4.072600000000000e+04	3.740101840000000e+08	-1.221534961000000e+09	0.000000000000000e+00	-4.300000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30479	-5.277029871940613e-01	-8.566688746213913e-02	8.002865314483643e-01	-5.346933752298355e-02	-2.592026710510254e+00	-3.606791794300079e-02	-1.000000000000000e+00	4.072600000000000e+04	3.740101840000000e+08	-1.221534961000000e+09	0.000000000000000e+00	-4.300000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30530	-5.277029871940613e-01	-8.566688746213913e-02	8.002865314483643e-01	-5.346933752298355e-02	-2.592026710510254e+00	-3.606791794300079e-02	-1.000000000000000e+00	4.072600000000000e+04	3.740101840000000e+08	-1.221534961000000e+09	0.000000000000000e+00	-4.300000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30540	-5.277029871940613e-01	-8.566688746213913e-02	8.002865314483643e-01	-5.346933752298355e-02	-2.592026710510254e+00	-3.606791794300079e-02	-1.000000000000000e+00	4.073800000000000e+04	3.740101870000000e+08	-1.221534954000000e+09	1.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30567	-5.300164222717285e-01	-5.902579426765442e-02	7.984827160835266e-01	-6.211962550878525e-03	-2.600936889648438e+00	1.773251220583916e-03	-1.000000000000000e+00	4.073800000000000e+04	3.740101870000000e+08	-1.221534954000000e+09	1.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30663	-5.349124073982239e-01	-8.742076158523560e-02	8.075585365295410e-01	1.068877279758453e-01	-2.611626386642456e+00	-1.353222317993641e-02	-1.000000000000000e+00	4.073800000000000e+04	3.740101870000000e+08	-1.221534954000000e+09	1.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30751	-5.353634953498840e-01	-8.571931719779968e-02	8.294565081596375e-01	2.532599568367004e-01	-2.626182317733765e+00	-1.182034611701965e-01	-1.000000000000000e+00	4.073800000000000e+04	3.740101870000000e+08	-1.221534954000000e+09	1.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30848	-5.281689763069153e-01	-7.219472527503967e-02	8.681442737579346e-01	3.378505706787109e-01	-2.649165630340576e+00	-1.997041106224060e-01	-1.000000000000000e+00	4.073800000000000e+04	3.740101870000000e+08	-1.221534954000000e+09	1.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30870	-5.281689763069153e-01	-7.219472527503967e-02	8.681442737579346e-01	3.378505706787109e-01	-2.649165630340576e+00	-1.997041106224060e-01	-1.000000000000000e+00	4.073800000000000e+04	3.740101870000000e+08	-1.221534954000000e+09	1.000000000000000e+00	-4.400000000000000e+01	-1.800000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30888	-5.281689763069153e-01	-7.219472527503967e-02	8.681442737579346e-01	3.378505706787109e-01	-2.649165630340576e+00	-1.997041106224060e-01	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30936	-5.157072544097900e-01	-3.965568915009499e-02	9.034255743026733e-01	2.372557222843170e-01	-2.671756029129028e+00	-2.195302844047546e-01	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	4.162148535251617e-01	4.327999877929688e+01	-4.494307041168213e+00	5.671372171491385e-03	-6.053380489349365e+00	3.484068438410759e-02	-5.600393295288086e+00	2.223764918744564e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30956	-5.157072544097900e-01	-3.965568915009499e-02	9.034255743026733e-01	2.372557222843170e-01	-2.671756029129028e+00	-2.195302844047546e-01	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.231800000000000e+04
30977	-5.157072544097900e-01	-3.965568915009499e-02	9.034255743026733e-01	2.372557222843170e-01	-2.671756029129028e+00	-2.195302844047546e-01	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.231400000000000e+04
31010	-5.157072544097900e-01	-3.965568915009499e-02	9.034255743026733e-01	2.372557222843170e-01	-2.671756029129028e+00	-2.195302844047546e-01	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.231400000000000e+04
31031	-5.011581778526306e-01	-1.048234291374683e-02	9.261981248855591e-01	1.051577851176262e-01	-2.690876483917236e+00	-1.622327864170074e-01	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.231400000000000e+04
31124	-4.929463863372803e-01	3.248120471835136e-02	9.316649436950684e-01	-2.732709795236588e-02	-2.699854373931885e+00	-3.161437436938286e-02	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.231400000000000e+04
31211	-4.929463863372803e-01	3.248120471835136e-02	9.316649436950684e-01	-2.732709795236588e-02	-2.699854373931885e+00	-3.161437436938286e-02	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.231400000000000e+04
31216	-4.925565421581268e-01	5.913599580526352e-02	9.214576482772827e-01	-1.065522357821465e-01	-2.698270559310913e+00	8.260411024093628e-02	-1.000000000000000e+00	4.074200000000000e+04	3.740101920000000e+08	-1.221534949000000e+09	4.000000000000000e+00	-4.600000000000000e+01	-1.600000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.231400000000000e+04
31236	-4.925565421581268e-01	5.913599580526352e-02	9.214576482772827e-01	-1.065522357821465e-01	-2.698270559310913e+00	8.260411024093628e-02	-1.000000000000000e+00	4.075800000000000e+04	3.740101970000000e+08	-1.221534943000000e+09	8.000000000000000e+00	-4.400000000000000e+01	-2.200000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.231400000000000e+04
31304	-4.967321157455444e-01	6.932652741670609e-02	9.034258127212524e-01	-1.755959540605545e-01	-2.689817667007446e+00	1.327356100082397e-01	-1.000000000000000e+00	4.075800000000000e+04	3.740101970000000e+08	-1.221534943000000e+09	8.000000000000000e+00	-4.400000000000000e+01	-2.200000000000000e+01	6.659517288208008e-01	4.327000045776367e+01	-4.401685237884521e+00	2.373401969671249e-01	-6.963943004608154e+00	5.317681469023228e-03	-5.163410663604736e+00	-1.943741142749786e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.300000000000000e+01	1.231400000000000e+04
