TIMESTAMPms	M1ATTITUDEpitch	M1ATTITUDEpitchspeed	M1ATTITUDEroll	M1ATTITUDErollspeed	M1ATTITUDEyaw	M1ATTITUDEyawspeed	M1BATTERYSTATUSenergyconsumed	M1GLOBALPOSITIONINTalt	M1GLOBALPOSITIONINTlat	M1GLOBALPOSITIONINTlon	M1GLOBALPOSITIONINTvx	M1GLOBALPOSITIONINTvy	M1GLOBALPOSITIONINTvz	M1HIGHRESIMUpressurealt	M1HIGHRESIMUtemperature	M1HIGHRESIMUxacc	M1HIGHRESIMUxgyro	M1HIGHRESIMUyacc	M1HIGHRESIMUygyro	M1HIGHRESIMUzacc	M1HIGHRESIMUzgyro	M1RCCHANNELSchan1raw	M1RCCHANNELSchan2raw	M1RCCHANNELSchan3raw	M1RCCHANNELSchan4raw	M1SYSSTATUScurrentbattery	M1SYSSTATUSvoltagebattery
75	-2.752973139286041e-01	-3.409690409898758e-02	1.445640087127686e+00	2.361619845032692e-03	-2.090862274169922e+00	4.811224713921547e-02	NaN	3.994000000000000e+04	3.740100880000000e+08	-1.221534899000000e+09	4.800000000000000e+01	-4.900000000000000e+01	-2.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
175	-2.838146686553955e-01	2.898059040307999e-02	1.446310400962830e+00	3.500304371118546e-02	-2.093754291534424e+00	7.796230167150497e-02	NaN	3.994000000000000e+04	3.740100880000000e+08	-1.221534899000000e+09	4.800000000000000e+01	-4.900000000000000e+01	-2.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
267	-2.841666936874390e-01	2.802444621920586e-02	1.451880693435669e+00	1.118306368589401e-01	-2.093252182006836e+00	-7.768919318914413e-02	NaN	3.994000000000000e+04	3.740100880000000e+08	-1.221534899000000e+09	4.800000000000000e+01	-4.900000000000000e+01	-2.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
340	-2.841666936874390e-01	2.802444621920586e-02	1.451880693435669e+00	1.118306368589401e-01	-2.093252182006836e+00	-7.768919318914413e-02	NaN	3.994000000000000e+04	3.740100880000000e+08	-1.221534899000000e+09	4.800000000000000e+01	-4.900000000000000e+01	-2.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
359	-2.643602788448334e-01	-2.504177391529083e-02	1.465859413146973e+00	1.762218177318573e-01	-2.097274303436279e+00	-3.202060759067535e-01	NaN	3.994000000000000e+04	3.740100880000000e+08	-1.221534899000000e+09	4.800000000000000e+01	-4.900000000000000e+01	-2.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
367	-2.643602788448334e-01	-2.504177391529083e-02	1.465859413146973e+00	1.762218177318573e-01	-2.097274303436279e+00	-3.202060759067535e-01	NaN	4.003200000000000e+04	3.740100930000000e+08	-1.221534905000000e+09	5.000000000000000e+01	-4.400000000000000e+01	-3.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
447	-2.336678206920624e-01	-1.836190819740295e-01	1.490733385086060e+00	3.424831628799438e-01	-2.112219572067261e+00	-3.657241761684418e-01	NaN	4.003200000000000e+04	3.740100930000000e+08	-1.221534905000000e+09	5.000000000000000e+01	-4.400000000000000e+01	-3.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
540	-2.079503834247589e-01	-2.516272664070129e-01	1.531757116317749e+00	4.062495231628418e-01	-2.141958951950073e+00	-1.994189023971558e-01	NaN	4.003200000000000e+04	3.740100930000000e+08	-1.221534905000000e+09	5.000000000000000e+01	-4.400000000000000e+01	-3.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
631	-2.025747895240784e-01	3.522327914834023e-02	1.565900683403015e+00	2.518883645534515e-01	-2.157038927078247e+00	3.460739180445671e-02	NaN	4.003200000000000e+04	3.740100930000000e+08	-1.221534905000000e+09	5.000000000000000e+01	-4.400000000000000e+01	-3.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
714	-2.025747895240784e-01	3.522327914834023e-02	1.565900683403015e+00	2.518883645534515e-01	-2.157038927078247e+00	3.460739180445671e-02	NaN	4.003200000000000e+04	3.740100930000000e+08	-1.221534905000000e+09	5.000000000000000e+01	-4.400000000000000e+01	-3.900000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
723	-2.114172875881195e-01	2.127749323844910e-01	1.573408365249634e+00	4.065074771642685e-02	-2.144025325775146e+00	1.318313032388687e-01	NaN	4.010500000000000e+04	3.740100970000000e+08	-1.221534905000000e+09	6.300000000000000e+01	-4.100000000000000e+01	-3.400000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
815	-2.246981561183929e-01	1.375393718481064e-01	1.570946693420410e+00	2.730381302535534e-02	-2.128174304962158e+00	1.327196210622787e-01	NaN	4.010500000000000e+04	3.740100970000000e+08	-1.221534905000000e+09	6.300000000000000e+01	-4.100000000000000e+01	-3.400000000000000e+01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
847	-2.246981561183929e-01	1.375393718481064e-01	1.570946693420410e+00	2.730381302535534e-02	-2.128174304962158e+00	1.327196210622787e-01	NaN	4.010500000000000e+04	3.740100970000000e+08	-1.221534905000000e+09	6.300000000000000e+01	-4.100000000000000e+01	-3.400000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
907	-2.345120310783386e-01	1.157490015029907e-01	1.572049140930176e+00	7.118334621191025e-02	-2.118018150329590e+00	8.753505349159241e-02	NaN	4.010500000000000e+04	3.740100970000000e+08	-1.221534905000000e+09	6.300000000000000e+01	-4.100000000000000e+01	-3.400000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
996	-2.388126552104950e-01	1.541336774826050e-01	1.573798656463623e+00	5.069155991077423e-02	-2.107197999954224e+00	1.788230054080486e-02	NaN	4.010500000000000e+04	3.740100970000000e+08	-1.221534905000000e+09	6.300000000000000e+01	-4.100000000000000e+01	-3.400000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
1054	-2.388126552104950e-01	1.541336774826050e-01	1.573798656463623e+00	5.069155991077423e-02	-2.107197999954224e+00	1.788230054080486e-02	NaN	4.010500000000000e+04	3.740100970000000e+08	-1.221534905000000e+09	6.300000000000000e+01	-4.100000000000000e+01	-3.400000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
1079	-2.388126552104950e-01	1.541336774826050e-01	1.573798656463623e+00	5.069155991077423e-02	-2.107197999954224e+00	1.788230054080486e-02	NaN	4.017700000000000e+04	3.740101040000000e+08	-1.221534905000000e+09	5.700000000000000e+01	-3.800000000000000e+01	-3.800000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
1087	-2.368910461664200e-01	1.277320235967636e-01	1.572187066078186e+00	1.325839478522539e-02	-2.094379901885986e+00	-5.884129554033279e-02	NaN	4.017700000000000e+04	3.740101040000000e+08	-1.221534905000000e+09	5.700000000000000e+01	-3.800000000000000e+01	-3.800000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
1179	-2.320904135704041e-01	-5.337218195199966e-02	1.574122428894043e+00	6.692340970039368e-02	-2.092061042785645e+00	-2.083369903266430e-02	NaN	4.017700000000000e+04	3.740101040000000e+08	-1.221534905000000e+09	5.700000000000000e+01	-3.800000000000000e+01	-3.800000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
1267	-2.359568476676941e-01	-8.347762376070023e-02	1.585113763809204e+00	1.383653283119202e-01	-2.101068019866943e+00	1.045772209763527e-01	NaN	4.017700000000000e+04	3.740101040000000e+08	-1.221534905000000e+09	5.700000000000000e+01	-3.800000000000000e+01	-3.800000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	NaN	NaN
1348	-2.359568476676941e-01	-8.347762376070023e-02	1.585113763809204e+00	1.383653283119202e-01	-2.101068019866943e+00	1.045772209763527e-01	NaN	4.017700000000000e+04	3.740101040000000e+08	-1.221534905000000e+09	5.700000000000000e+01	-3.800000000000000e+01	-3.800000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1360	-2.450805455446243e-01	2.632600255310535e-03	1.597128033638000e+00	1.026038452982903e-01	-2.106992959976196e+00	6.348989903926849e-02	NaN	4.017700000000000e+04	3.740101040000000e+08	-1.221534905000000e+09	5.700000000000000e+01	-3.800000000000000e+01	-3.800000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1391	-2.450805455446243e-01	2.632600255310535e-03	1.597128033638000e+00	1.026038452982903e-01	-2.106992959976196e+00	6.348989903926849e-02	-1.000000000000000e+00	4.017700000000000e+04	3.740101040000000e+08	-1.221534905000000e+09	5.700000000000000e+01	-3.800000000000000e+01	-3.800000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1429	-2.450805455446243e-01	2.632600255310535e-03	1.597128033638000e+00	1.026038452982903e-01	-2.106992959976196e+00	6.348989903926849e-02	-1.000000000000000e+00	4.017700000000000e+04	3.740101040000000e+08	-1.221534905000000e+09	5.700000000000000e+01	-3.800000000000000e+01	-3.800000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1433	-2.450805455446243e-01	2.632600255310535e-03	1.597128033638000e+00	1.026038452982903e-01	-2.106992959976196e+00	6.348989903926849e-02	-1.000000000000000e+00	4.022300000000000e+04	3.740101090000000e+08	-1.221534906000000e+09	6.100000000000000e+01	-3.100000000000000e+01	-4.200000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1452	-2.424149215221405e-01	3.837610408663750e-02	1.600861668586731e+00	2.970014885067940e-02	-2.106182813644409e+00	-1.063940450549126e-01	-1.000000000000000e+00	4.022300000000000e+04	3.740101090000000e+08	-1.221534906000000e+09	6.100000000000000e+01	-3.100000000000000e+01	-4.200000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1544	-2.271995544433594e-01	3.065129555761814e-02	1.602545380592346e+00	6.016986072063446e-02	-2.103442668914795e+00	-2.213703393936157e-01	-1.000000000000000e+00	4.022300000000000e+04	3.740101090000000e+08	-1.221534906000000e+09	6.100000000000000e+01	-3.100000000000000e+01	-4.200000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1632	-2.052833735942841e-01	-1.423845905810595e-02	1.611978292465210e+00	2.075522243976593e-01	-2.101701259613037e+00	-2.450196146965027e-01	-1.000000000000000e+00	4.022300000000000e+04	3.740101090000000e+08	-1.221534906000000e+09	6.100000000000000e+01	-3.100000000000000e+01	-4.200000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1724	-1.828763335943222e-01	-1.459490656852722e-01	1.638625144958496e+00	3.301064074039459e-01	-2.110042333602905e+00	-2.290762811899185e-01	-1.000000000000000e+00	4.022300000000000e+04	3.740101090000000e+08	-1.221534906000000e+09	6.100000000000000e+01	-3.100000000000000e+01	-4.200000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1769	-1.828763335943222e-01	-1.459490656852722e-01	1.638625144958496e+00	3.301064074039459e-01	-2.110042333602905e+00	-2.290762811899185e-01	-1.000000000000000e+00	4.022300000000000e+04	3.740101090000000e+08	-1.221534906000000e+09	6.100000000000000e+01	-3.100000000000000e+01	-4.200000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1788	-1.828763335943222e-01	-1.459490656852722e-01	1.638625144958496e+00	3.301064074039459e-01	-2.110042333602905e+00	-2.290762811899185e-01	-1.000000000000000e+00	4.027300000000000e+04	3.740101120000000e+08	-1.221534903000000e+09	5.500000000000000e+01	-2.200000000000000e+01	-3.900000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1816	-1.641995608806610e-01	-9.290144592523575e-02	1.668186902999878e+00	2.565891146659851e-01	-2.122732639312744e+00	-1.354708969593048e-01	-1.000000000000000e+00	4.027300000000000e+04	3.740101120000000e+08	-1.221534903000000e+09	5.500000000000000e+01	-2.200000000000000e+01	-3.900000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
1908	-1.572334617376328e-01	1.160840764641762e-01	1.685580611228943e+00	1.655900776386261e-01	-2.121500968933105e+00	-4.876139760017395e-02	-1.000000000000000e+00	4.027300000000000e+04	3.740101120000000e+08	-1.221534903000000e+09	5.500000000000000e+01	-2.200000000000000e+01	-3.900000000000000e+01	-1.664812862873077e-01	4.302999877929688e+01	-2.251584053039551e+00	5.662517249584198e-02	-9.602805137634277e+00	1.488844007253647e-01	1.865081489086151e-01	1.166128665208817e-01	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2000	-1.552203595638275e-01	2.174258679151535e-01	1.691809773445129e+00	5.624534934759140e-02	-2.104631900787354e+00	-5.765660479664803e-02	-1.000000000000000e+00	4.027300000000000e+04	3.740101120000000e+08	-1.221534903000000e+09	5.500000000000000e+01	-2.200000000000000e+01	-3.900000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2093	-1.508088856935501e-01	2.108470648527145e-01	1.690805554389954e+00	3.852736204862595e-03	-2.085079431533813e+00	-8.814684301614761e-02	-1.000000000000000e+00	4.027300000000000e+04	3.740101120000000e+08	-1.221534903000000e+09	5.500000000000000e+01	-2.200000000000000e+01	-3.900000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2143	-1.508088856935501e-01	2.108470648527145e-01	1.690805554389954e+00	3.852736204862595e-03	-2.085079431533813e+00	-8.814684301614761e-02	-1.000000000000000e+00	4.027300000000000e+04	3.740101120000000e+08	-1.221534903000000e+09	5.500000000000000e+01	-2.200000000000000e+01	-3.900000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2144	-1.508088856935501e-01	2.108470648527145e-01	1.690805554389954e+00	3.852736204862595e-03	-2.085079431533813e+00	-8.814684301614761e-02	-1.000000000000000e+00	4.030900000000000e+04	3.740101170000000e+08	-1.221534898000000e+09	6.900000000000000e+01	-1.000000000000000e+01	-4.400000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2184	-1.456921547651291e-01	1.454917788505554e-01	1.688117861747742e+00	2.229792252182961e-02	-2.068312883377075e+00	-5.880647525191307e-02	-1.000000000000000e+00	4.030900000000000e+04	3.740101170000000e+08	-1.221534898000000e+09	6.900000000000000e+01	-1.000000000000000e+01	-4.400000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2276	-1.431088596582413e-01	1.412959303706884e-02	1.691498041152954e+00	9.442374855279922e-02	-2.061880111694336e+00	-2.317562140524387e-02	-1.000000000000000e+00	4.030900000000000e+04	3.740101170000000e+08	-1.221534898000000e+09	6.900000000000000e+01	-1.000000000000000e+01	-4.400000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2372	-1.407187134027481e-01	-7.928456366062164e-02	1.703793764114380e+00	1.545261144638062e-01	-2.066087245941162e+00	-3.463949263095856e-02	-1.000000000000000e+00	4.030900000000000e+04	3.740101170000000e+08	-1.221534898000000e+09	6.900000000000000e+01	-1.000000000000000e+01	-4.400000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2461	-1.351891756057739e-01	-1.036352813243866e-01	1.717281937599182e+00	1.290516704320908e-01	-2.074892282485962e+00	-6.379102915525436e-02	-1.000000000000000e+00	4.030900000000000e+04	3.740101170000000e+08	-1.221534898000000e+09	6.900000000000000e+01	-1.000000000000000e+01	-4.400000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2483	-1.351891756057739e-01	-1.036352813243866e-01	1.717281937599182e+00	1.290516704320908e-01	-2.074892282485962e+00	-6.379102915525436e-02	-1.000000000000000e+00	4.030900000000000e+04	3.740101170000000e+08	-1.221534898000000e+09	6.900000000000000e+01	-1.000000000000000e+01	-4.400000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2493	-1.351891756057739e-01	-1.036352813243866e-01	1.717281937599182e+00	1.290516704320908e-01	-2.074892282485962e+00	-6.379102915525436e-02	-1.000000000000000e+00	4.032800000000000e+04	3.740101200000000e+08	-1.221534893000000e+09	5.900000000000000e+01	-7.000000000000000e+00	-4.200000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2553	-1.282884329557419e-01	-9.917630255222321e-02	1.725947618484497e+00	3.739271685481071e-02	-2.083483219146729e+00	-3.854582086205482e-02	-1.000000000000000e+00	4.032800000000000e+04	3.740101200000000e+08	-1.221534893000000e+09	5.900000000000000e+01	-7.000000000000000e+00	-4.200000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2644	-1.264258474111557e-01	-1.280058920383453e-01	1.722127437591553e+00	-1.205314919352531e-01	-2.094388008117676e+00	4.469175636768341e-02	-1.000000000000000e+00	4.032800000000000e+04	3.740101200000000e+08	-1.221534893000000e+09	5.900000000000000e+01	-7.000000000000000e+00	-4.200000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2736	-1.331476271152496e-01	-1.773876547813416e-01	1.706004858016968e+00	-2.257926762104034e-01	-2.110617876052856e+00	1.396860182285309e-01	-1.000000000000000e+00	4.032800000000000e+04	3.740101200000000e+08	-1.221534893000000e+09	5.900000000000000e+01	-7.000000000000000e+00	-4.200000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.495000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
2823	-1.331476271152496e-01	-1.773876547813416e-01	1.706004858016968e+00	-2.257926762104034e-01	-2.110617876052856e+00	1.396860182285309e-01	-1.000000000000000e+00	4.032800000000000e+04	3.740101200000000e+08	-1.221534893000000e+09	5.900000000000000e+01	-7.000000000000000e+00	-4.200000000000000e+01	-4.994358718395233e-01	4.304000091552734e+01	-1.907167553901672e+00	6.605197489261627e-02	-1.003900814056396e+01	2.312408983707428e-01	1.380444407463074e+00	-5.077731981873512e-02	1.493000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.000000000000000e+01	1.232300000000000e+04
